file_name,MMSI,timestamp,lat,lon,az_deg,el_deg,range_m
ONMS_SB01_7865_20231023_200907_20231023_234237_16k.flac,368202170,2023-10-23 14:20:18,42.43605,-70.56075,260.30883815562487,2.2554855617643637,1267.2814813772197
ONMS_SB01_7865_20231023_200907_20231023_234237_16k.flac,368202170,2023-10-23 14:20:23,42.43551609182465,-70.56070591579338,257.65148008647947,2.2416416977384466,1275.0640828671872
ONMS_SB01_7865_20231023_200907_20231023_234237_16k.flac,368202170,2023-10-23 14:20:28,42.43498218358244,-70.56066183233516,255.03196639505552,2.223255996322561,1285.548710338197
ONMS_SB01_7865_20230823_120901_20230823_133454_16k.flac,338482802,2023-08-23 13:33:38,42.43422,-70.55996,250.61013352781373,2.2769498334808187,1255.3994457724173
ONMS_SB01_7865_20230823_120901_20230823_133454_16k.flac,338482802,2023-08-23 13:33:43,42.43405053901128,-70.55983109751476,249.63541079910553,2.2834754239347057,1251.8311856894395
ONMS_SB01_7865_20230823_120901_20230823_133454_16k.flac,338482802,2023-08-23 13:33:48,42.433881077872584,-70.55970219572404,248.65539201324668,2.2893675128946605,1248.6266670286032
ONMS_SB01_7865_20230810_160900_20230810_185010_16k.flac,367641460,2023-08-10 18:35:27,42.42335,-70.52359,131.89951825456214,1.167143754428042,2431.9443011599888
ONMS_SB01_7865_20230810_160900_20230810_185010_16k.flac,367641460,2023-08-10 18:35:32,42.423210979895316,-70.52355623849482,132.1254195754857,1.1611108387433955,2444.3442101338437
ONMS_SB01_7865_20230810_160900_20230810_185010_16k.flac,367641460,2023-08-10 18:35:37,42.42307195977732,-70.52352247713881,132.34903612835845,1.1551202407516905,2456.7817431746385
ONMS_SB01_7865_20231105_200908_20231105_230908_16k.flac,338369132,2023-11-05 20:14:42,42.44815,-70.54939,344.507880093632,2.4345801812272203,1174.5157878089124
ONMS_SB01_7865_20231105_200908_20231105_230908_16k.flac,338369132,2023-11-05 20:14:47,42.44844786580586,-70.5501464331792,342.1119752104851,2.3355638928281364,1224.051305825985
ONMS_SB01_7865_20231105_200908_20231105_230908_16k.flac,338369132,2023-11-05 20:14:52,42.44874572660438,-70.55090287352598,339.906263933053,2.240749822029397,1275.5588246596026
ONMS_SB01_7865_20230815_200901_20230815_211157_16k.flac,367529770,2023-08-15 21:11:25,42.4244,-70.53884,159.79701422614133,1.7758128983458112,1606.9478465083555
ONMS_SB01_7865_20230815_200901_20230815_211157_16k.flac,367529770,2023-08-15 21:11:30,42.42474284432912,-70.53923663072067,160.43952395898447,1.8296343800377595,1560.05748248437
ONMS_SB01_7865_20230815_200901_20230815_211157_16k.flac,367529770,2023-08-15 21:11:35,42.42508568726531,-70.53963326576356,161.12180364902576,1.8865169772633705,1513.376682920597
ONMS_SB01_7865_20230818_160901_20230818_200251_16k.flac,368227630,2023-08-18 14:52:28,42.45394,-70.55989,326.4350514728966,1.335736668534535,2129.660513549634
ONMS_SB01_7865_20230818_160901_20230818_200251_16k.flac,368227630,2023-08-18 14:52:33,42.454092351127855,-70.56001508819593,326.45601094578404,1.3232621690071973,2149.445662907137
ONMS_SB01_7865_20230818_160901_20230818_200251_16k.flac,368227630,2023-08-18 14:52:38,42.454244702115126,-70.5601401769982,326.4765878750678,1.3110134286634834,2169.23119310126
ONMS_SB01_7865_20230922_040904_20230922_070944_16k.flac,338369132,2023-09-22 08:23:05,42.44773,-70.56672,301.94415374807755,1.3883252306207463,2050.10337655588
ONMS_SB01_7865_20230922_040904_20230922_070944_16k.flac,338369132,2023-09-22 08:23:10,42.447444754201065,-70.56593381300566,302.156078118439,1.4392424102779504,1978.4896162187424
ONMS_SB01_7865_20230922_040904_20230922_070944_16k.flac,338369132,2023-09-22 08:23:15,42.44715950299576,-70.56514763314502,302.3839273325667,1.4939367897186144,1906.9065970061065
ONMS_SB01_7865_20230921_200904_20230921_232424_16k.flac,367745940,2023-09-21 23:23:38,42.44862,-70.52779,51.046307213283995,1.5134297031536244,1882.6201879626055
ONMS_SB01_7865_20230921_200904_20230921_232424_16k.flac,367745940,2023-09-21 23:23:43,42.448506538136556,-70.52778893041477,51.34769145116306,1.5198181611004444,1874.7956460628222
ONMS_SB01_7865_20230921_200904_20230921_232424_16k.flac,367745940,2023-09-21 23:23:48,42.448393076270854,-70.5277878608334,51.65159522373107,1.526216660848313,1867.0233983108558
ONMS_SB01_7865_20231027_120907_20231027_135827_16k.flac,338429022,2023-10-27 13:58:07,42.43143,-70.52838,117.1657714341372,1.7930599920871346,1591.6344557219443
