file_name,MMSI,timestamp,lat,lon,az_deg,el_deg,range_m
ONMS_CI01_671129631_20230110_163436_20230110_183440_16k.flac,369140000,2023-01-10 18:34:00,34.05764,-120.09526,318.5693910684644,0.3900060057041018,2080.2961381170653
ONMS_CI01_671129631_20230110_163436_20230110_183440_16k.flac,369140000,2023-01-10 18:34:05,34.05770054899012,-120.09514447733173,318.9123628438386,0.3903963746467994,2078.3098406009285
ONMS_CI01_671129631_20230110_163436_20230110_183440_16k.flac,369140000,2023-01-10 18:34:10,34.05776109787107,-120.0950289544992,319.25597851339194,0.3907727613635341,2076.398150538353
ONMS_CI01_671129631_20230120_163308_20230120_181727_16k.flac,338395327,2023-01-20 18:14:57,34.03265,-120.09829,233.80704317088234,0.3954604124263408,2052.937502448472
ONMS_CI01_671129631_20230120_163308_20230120_181727_16k.flac,338395327,2023-01-20 18:15:02,34.03264791355545,-120.09825667033523,233.75102688683162,0.39593390360265845,2050.5915309117495
ONMS_CI01_671129631_20230120_163308_20230120_181727_16k.flac,338395327,2023-01-20 18:15:07,34.03264582710187,-120.09822334067208,233.69488233287237,0.396408057590432,2048.2475239278547
ONMS_CI01_671129631_20230110_163436_20230110_210310_16k.flac,369140000,2023-01-10 21:01:50,34.05456,-120.09661,309.0551961388688,0.42104765215349305,1933.2646418206587
ONMS_CI01_671129631_20230110_163436_20230110_210310_16k.flac,369140000,2023-01-10 21:01:55,34.054474641185635,-120.09651165522703,309.00644925119127,0.4240189341087952,1920.249521764507
ONMS_CI01_671129631_20230110_163436_20230110_210310_16k.flac,369140000,2023-01-10 21:02:00,34.05438928229138,-120.0964133106512,308.95703705641745,0.42702964157595175,1907.2358155953498
ONMS_CI01_671129631_20230113_163412_20230113_203044_16k.flac,338176382,2023-01-13 20:30:17,34.05127,-120.06215,63.08271527614954,0.4323667252190587,1884.6176782475895
