MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
368137310,2021-09-07T22:56:18,34.07602,-120.54545,7.6,136.4,511.0,COYOTE,,KL4JQ,36,,15,4,,,B
368137310,2021-09-07T22:57:47,34.07395,-120.54269,7.5,131.1,511.0,COYOTE,,KL4JQ,36,,15,4,,,B
368137310,2021-09-07T22:59:20,34.07184,-120.53992,7.7,131.2,511.0,COYOTE,,KL4JQ,36,,15,4,,,B
368137310,2021-09-07T23:00:48,34.06981,-120.53716,8.1,131.4,511.0,COYOTE,,KL4JQ,36,,15,4,,,B
368137310,2021-09-07T23:02:17,34.06775,-120.53449,7.2,132.3,511.0,COYOTE,,KL4JQ,36,,15,4,,,B
366875820,2021-06-18T19:43:15,34.10159,-120.54090,16.9,137.4,132.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T19:44:17,34.09810,-120.53635,16.9,135.6,138.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T19:45:20,34.09437,-120.53172,19.0,135.9,135.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T19:46:21,34.09104,-120.52760,15.8,136.8,143.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T19:47:22,34.08816,-120.52499,9.6,124.5,119.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T19:48:24,34.08715,-120.52329,6.0,155.7,170.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T19:49:26,34.08590,-120.52274,2.3,130.4,137.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T19:50:27,34.08593,-120.52250,0.6,21.5,128.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T19:51:28,34.08606,-120.52242,0.5,34.5,109.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T19:52:31,34.08625,-120.52227,0.8,32.0,75.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T19:53:34,34.08648,-120.52215,0.9,18.9,57.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T19:54:35,34.08671,-120.52203,1.0,19.0,46.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T19:55:37,34.08692,-120.52195,0.8,12.6,35.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T19:56:42,34.08712,-120.52184,0.9,11.3,28.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T19:57:43,34.08730,-120.52176,0.8,13.7,43.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T19:58:45,34.08681,-120.52181,2.5,176.1,9.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T19:59:48,34.08629,-120.52201,0.9,193.0,10.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T20:00:01,34.08625,-120.52203,0.7,198.2,12.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T20:01:05,34.08620,-120.52201,0.2,105.7,4.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T20:02:07,34.08634,-120.52190,0.7,14.7,20.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T20:03:08,34.08651,-120.52178,0.7,17.4,37.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T20:04:09,34.08668,-120.52166,0.8,38.6,45.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T20:05:15,34.08690,-120.52153,0.8,34.7,38.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T20:06:20,34.08712,-120.52140,1.0,29.7,37.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T20:07:22,34.08732,-120.52128,0.8,36.6,26.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T20:08:29,34.08756,-120.52115,0.9,22.1,33.0,SHEARWATER,,WDB2424,90,0,,,,90,A
366875820,2021-06-18T20:09:31,34.08778,-120.52100,0.8,27.1,34.0,SHEARWATER,,WDB2424,90,0,,,,90,A
