MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367363686,2019-09-20T22:49:55,33.86583,-120.11391,10.5,112.9,114.0,,,,,0,,,,,A
367363686,2019-09-20T22:51:05,33.86440,-120.11014,10.6,115.0,116.0,,,,,0,,,,,A
367363686,2019-09-20T22:52:41,33.86236,-120.10481,10.7,113.9,117.0,,,,,0,,,,,A
367363686,2019-09-20T22:53:55,33.86088,-120.10067,11.1,112.4,114.0,,,,,0,,,,,A
367363686,2019-09-20T22:55:02,33.85950,-120.09694,11.0,113.2,114.0,,,,,0,,,,,A
366771860,2019-10-29T09:03:12,33.85282,-120.11244,4.7,99.5,511.0,LAI' HOLOKAI,,WDH3126,37,,10,,,,B
366771860,2019-10-29T09:07:42,33.85201,-120.10501,4.7,104.8,511.0,LAI' HOLOKAI,,WDH3126,37,,10,,,,B
366875820,2019-11-21T19:55:18,33.86305,-120.10291,17.9,231.7,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2019-11-21T19:57:54,33.85331,-120.11255,17.9,191.6,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2019-11-21T19:59:36,33.84881,-120.11684,4.8,241.2,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2019-11-21T20:00:00,33.84882,-120.11711,0.2,322.6,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2019-11-21T20:01:06,33.84887,-120.11710,0.4,354.6,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2019-11-21T20:02:07,33.84894,-120.11711,0.3,3.7,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2019-11-21T20:03:08,33.84900,-120.11709,0.5,21.6,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2019-11-21T20:04:18,33.84907,-120.11705,0.3,27.5,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2019-11-21T20:05:28,33.84915,-120.11701,0.4,11.5,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2019-11-21T20:07:08,33.84925,-120.11693,0.5,4.1,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2019-11-21T20:08:19,33.84917,-120.11690,2.1,237.4,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
